아이템아이디,행사주관기관,행사명,모집인원/구분,예약최대인원,예약최소인원,행사시작일,행사종료일,예약시작일,예약종료일,예약시작시간,예약종료시간,휴무요일,당일예약가능여부
900,민물고기생태체험학교예약,생태체험학교 예약(7.14),30명/기간,4,2,,,2017-06-19,2017-06-23,9,18,,0
901,민물고기생태체험학교예약,생태체험학교 예약(7.21),30명/기간,4,2,,,2017-06-19,2017-06-23,9,18,,0
902,민물고기생태체험학교예약,생태체험학교 예약(8.4),30명/기간,4,2,,,2017-06-19,2017-06-23,9,18,,0
903,민물고기생태체험학교예약,생태체험학교 예약(8.18),30명/기간,4,2,,,2017-06-19,2017-06-23,9,18,,0
904,민물고기생태체험학교예약,생태체험학교 예약(8.25),30명/기간,4,2,,,2017-06-19,2017-06-23,9,18,,0
908,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설이용,20명/일,5,1,2017-07-01,2017-07-09,2017-07-04,2017-07-09,0,24,|tue,1
910,강씨봉자연휴양림 체험프로그램,오전 (09:30-11:00),20명/일,5,1,2017-07-01,2017-07-09,2017-07-01,2017-07-09,0,24,|tue,1
911,강씨봉자연휴양림 체험프로그램,오후(13:30-15:00),20명/일,5,1,2017-07-01,2017-07-09,2017-07-01,2017-07-09,0,24,|tue,1
912,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2017-08-12,2017-08-12,2017-08-12,2017-08-12,0,24,,1
913,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-08-13,2017-08-13,2017-08-13,2017-08-13,0,24,,1
914,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-08-15,2017-08-15,2017-08-15,2017-08-15,0,24,,1
915,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-08-16,2017-08-16,2017-08-16,2017-08-16,0,24,,1
916,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-08-17,2017-08-17,2017-08-17,2017-08-17,0,24,,1
917,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-08-18,2017-08-18,2017-08-18,2017-08-18,0,24,,1
918,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2017-08-19,2017-08-19,2017-08-19,2017-08-19,0,24,,1
919,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-08-20,2017-08-20,2017-08-20,2017-08-20,0,24,,1
920,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-08-22,2017-08-22,2017-08-22,2017-08-22,0,24,,1
921,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-08-23,2017-08-23,2017-08-23,2017-08-23,0,24,,1
922,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-08-24,2017-08-24,2017-08-24,2017-08-24,0,24,,1
923,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-08-25,2017-08-25,2017-08-25,2017-08-25,0,24,,1
924,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-08-26,2017-08-26,2017-08-26,2017-08-26,0,24,,1
925,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2017-08-27,2017-08-27,2017-08-27,2017-08-27,0,24,,1
926,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-08-29,2017-08-29,2017-08-29,2017-08-29,0,24,,1
927,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-08-30,2017-08-30,2017-08-30,2017-08-30,0,24,,1
928,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-08-31,2017-08-31,2017-08-31,2017-08-31,0,24,,1
929,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설운영,20명/일,5,1,2017-07-10,2017-07-17,2017-07-04,2017-07-17,0,24,|tue,1
930,강씨봉자연휴양림 체험프로그램,오전(09:30~11:00),20명/일,5,1,2017-07-10,2017-07-17,2017-07-04,2017-07-17,0,24,|tue,1
931,강씨봉자연휴양림 체험프로그램,오후(13:30~15:00),20명/일,5,1,2017-07-10,2017-07-17,2017-07-04,2017-07-17,0,24,|tue,1
932,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설,20명/일,5,1,2017-07-18,2017-07-24,2017-07-11,2017-07-24,0,24,,1
934,강씨봉자연휴양림 체험프로그램,오전(09:30~11:00),20명/일,5,1,2017-07-18,2017-07-24,2017-07-11,2017-07-24,0,24,,1
935,강씨봉자연휴양림 체험프로그램,오후(13:30~15:00),20명/일,5,1,2017-07-18,2017-07-24,2017-07-11,2017-07-24,0,24,,1
936,강씨봉자연휴양림 체험프로그램,오전 (09:30-11:00),20명/일,5,1,2017-07-25,2017-07-31,2017-07-18,2017-07-31,0,24,,0
937,강씨봉자연휴양림 체험프로그램,오후(13:30~15:00),20명/일,5,1,2017-07-25,2017-07-31,2017-07-18,2017-07-31,0,24,,0
938,강씨봉자연휴양림 숲속모험놀이시설,모험놀이시설이용,20명/일,5,1,2017-07-25,2017-07-31,2017-07-18,2017-07-31,0,24,,0
939,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이,20명/일,5,1,2017-08-01,2017-08-07,2017-07-25,2017-08-07,0,24,,0
940,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (09:30~11:00),20명/일,5,1,2017-08-01,2017-08-07,2017-07-25,2017-08-07,0,24,,0
941,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (13:30~15:00),20명/일,5,1,2017-08-01,2017-08-07,2017-07-25,2017-08-07,0,24,,0
942,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2017-08-08,2017-08-14,2017-08-01,2017-08-14,0,24,,0
943,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/기간,5,1,,,2017-08-01,2017-08-14,0,24,,0
944,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설1,20명/일,5,1,2017-08-08,2017-08-14,2017-08-01,2017-08-14,0,24,,1
945,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-09-01,2017-09-01,2017-09-01,2017-09-01,0,24,,1
946,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-09-02,2017-09-02,2017-09-02,2017-09-02,0,24,,1
947,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-09-03,2017-09-03,2017-09-03,2017-09-03,0,24,,1
948,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-09-05,2017-09-05,2017-09-05,2017-09-05,0,24,,1
949,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-09-06,2017-09-06,2017-09-06,2017-09-06,0,24,,1
950,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-09-07,2017-09-07,2017-09-07,2017-09-07,0,24,,1
951,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-09-08,2017-09-08,2017-09-08,2017-09-08,0,24,,0
952,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-09-09,2017-09-09,2017-09-09,2017-09-09,0,24,,1
953,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-09-10,2017-09-10,2017-09-10,2017-09-10,0,24,,1
954,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-09-12,2017-09-12,2017-09-12,2017-09-12,0,24,,1
955,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-09-13,2017-09-13,2017-09-13,2017-09-13,0,24,,1
956,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,0,2017-09-14,2017-09-14,2017-09-14,2017-09-14,0,24,,1
957,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-09-15,2017-09-15,2017-09-15,2017-09-15,0,24,,1
958,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-09-16,2017-09-16,2017-09-16,2017-09-16,0,24,,1
959,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-09-17,2017-09-17,2017-09-17,2017-09-17,0,24,,1
960,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-09-19,2017-09-19,2017-09-19,2017-09-19,0,24,,1
961,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-09-20,2017-09-20,2017-09-20,2017-09-20,0,24,,1
962,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-09-21,2017-09-21,2017-09-21,2017-09-21,0,24,,1
963,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2017-09-22,2017-09-22,2017-09-22,2017-09-22,0,24,,1
964,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-09-23,2017-09-23,2017-09-23,2017-09-23,0,24,,1
965,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-09-24,2017-09-24,2017-09-24,2017-09-24,0,24,,1
966,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-09-26,2017-09-26,2017-09-26,2017-09-26,0,24,,1
967,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-09-27,2017-09-27,2017-09-27,2017-09-27,0,24,,1
968,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-09-28,2017-09-28,2017-09-28,2017-09-28,0,24,,1
969,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-09-29,2017-09-29,2017-09-29,2017-09-29,0,24,,1
970,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2017-09-30,2017-09-30,2017-09-30,2017-09-30,0,24,,1
971,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설2,20명/일,5,1,2017-08-15,2017-08-21,2017-08-08,2017-08-21,0,24,,0
972,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (09:30~11:00),20명/일,5,1,2017-08-15,2017-08-21,2017-08-08,2017-08-21,0,24,,0
973,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (13:30~15:00),20명/일,5,1,2017-08-15,2017-08-21,2017-08-08,2017-08-21,0,24,,0
974,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설,20명/일,5,1,2017-08-22,2017-08-28,2017-08-15,2017-08-28,0,24,,1
975,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (09:30~11:00),20명/일,5,1,2017-08-22,2017-08-28,2017-08-15,2017-08-28,0,24,,1
976,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (13:30~15:00),20명/일,5,1,2017-08-22,2017-08-28,2017-08-15,2017-08-28,0,24,,1
977,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설,20명/일,5,1,2017-08-29,2017-09-04,2017-08-22,2017-09-04,0,24,|tue,1
978,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (09:30~11:00),20명/일,5,1,2017-08-29,2017-09-04,2017-08-22,2017-09-04,0,24,|tue,1
979,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (13:30~15:00),20명/일,5,1,2017-08-29,2017-09-04,2017-08-22,2017-09-04,0,24,|tue,1
980,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설,20명/일,5,1,2017-09-05,2017-09-11,2017-08-29,2017-09-11,0,24,|tue,1
981,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (09:30~11:00),20명/일,5,1,2017-09-05,2017-09-11,2017-08-29,2017-09-11,0,24,|tue,1
982,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2017-09-05,2017-09-11,2017-08-29,2017-09-11,0,24,|tue,1
983,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-10-19,2017-10-19,2017-10-19,2017-10-19,0,24,,1
984,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,0,2017-10-11,2017-10-11,2017-10-11,2017-10-11,0,24,,1
985,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-10-12,2017-10-12,2017-10-12,2017-10-12,0,24,,1
986,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-10-13,2017-10-13,2017-10-13,2017-10-13,0,24,,1
987,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-10-14,2017-10-14,2017-10-14,2017-10-14,0,24,,1
988,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-10-15,2017-10-15,2017-10-15,2017-10-15,0,24,,1
989,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-10-17,2017-10-17,2017-10-17,2017-10-17,0,24,,1
990,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-10-18,2017-10-18,2017-10-18,2017-10-18,0,24,,1
991,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2017-10-20,2017-10-20,2017-10-20,2017-10-20,0,24,,1
992,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-10-21,2017-10-21,2017-10-21,2017-10-21,0,24,,1
993,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2017-10-22,2017-10-22,2017-10-22,2017-10-22,0,24,,1
994,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,3,2017-10-24,2017-10-24,2017-10-24,2017-10-24,0,24,,1
995,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2017-10-25,2017-10-25,2017-10-25,2017-10-25,0,24,,1
996,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,3,2017-10-26,2017-10-26,2017-10-26,2017-10-26,0,24,,1
997,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,3,2017-10-27,2017-10-27,2017-10-27,2017-10-27,0,24,,1
998,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,3,2017-10-28,2017-10-28,2017-10-28,2017-10-28,0,24,,1
999,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,3,2017-10-29,2017-10-29,2017-10-29,2017-10-29,0,24,,1
1000,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,3,2017-10-31,2017-10-31,2017-10-31,2017-10-31,0,24,,1
1001,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설,20명/일,5,1,2017-09-12,2017-09-18,2017-09-05,2017-09-18,0,24,|tue,1
1002,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (09:30~11:00),20명/일,5,1,2017-09-12,2017-09-18,2017-09-05,2017-09-18,0,24,|tue,1
1003,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (13:30~15:00),20명/일,5,1,2017-09-12,2017-09-18,2017-09-05,2017-09-18,0,24,|tue,1
1004,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설,20명/일,5,1,2017-09-19,2017-09-25,2017-09-12,2017-09-25,0,24,|tue,1
1005,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (09:30~11:00),20명/일,5,1,2017-09-19,2017-09-25,2017-09-12,2017-09-25,0,24,|tue,1
1006,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (13:30~15:00),20명/일,5,1,2017-09-19,2017-09-25,2017-09-12,2017-09-25,0,24,|tue,1
1007,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설,20명/일,5,1,2017-09-26,2017-10-02,2017-09-19,2017-10-02,0,24,|tue,1
1008,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (09:30~11:00),20명/일,5,1,2017-09-26,2017-10-02,2017-09-19,2017-10-02,0,24,|tue,1
1009,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (13:30~15:00),20명/일,5,1,2017-09-26,2017-10-02,2017-09-19,2017-10-02,0,24,|tue,1
1010,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2017-10-03,2017-10-09,2017-09-26,2017-10-09,0,24,,1
1011,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2017-10-03,2017-10-09,2017-09-26,2017-10-09,0,24,,1
1013,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설,20명/일,5,1,2017-10-03,2017-10-09,2017-09-26,2017-10-09,0,24,,1
1014,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,3,2017-11-01,2017-11-01,2017-11-01,2017-11-01,0,24,,1
1015,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,3,2017-11-02,2017-11-02,2017-11-02,2017-11-02,0,24,,1
1016,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,3,2017-11-03,2017-11-03,2017-11-03,2017-11-03,0,24,,1
1017,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,3,2017-11-04,2017-11-04,2017-11-04,2017-11-04,0,24,,1
1018,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,3,2017-11-05,2017-11-05,2017-11-05,2017-11-05,0,24,,1
1019,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,3,2017-11-07,2017-11-07,2017-11-07,2017-11-07,0,24,,1
1020,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,3,2017-11-08,2017-11-08,2017-11-08,2017-11-08,0,24,,0
1021,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,3,2017-11-10,2017-11-10,2017-11-10,2017-11-10,0,24,,1
1022,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,3,2017-11-11,2017-11-11,2017-11-11,2017-11-11,0,24,,1
1023,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,3,2017-11-12,2017-11-12,2017-11-12,2017-11-12,0,24,,1
1024,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,3,2017-11-09,2017-11-09,2017-11-09,2017-11-09,0,24,,1
1025,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2017-10-10,2017-10-16,2017-10-03,2017-10-16,0,24,|tue,1
1026,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2017-10-10,2017-10-16,2017-10-03,2017-10-16,0,24,|tue,1
1027,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설,20명/일,5,1,2017-10-10,2017-10-16,2017-10-03,2017-10-16,0,24,|tue,1
1028,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설,20명/일,5,1,2017-10-17,2017-10-23,2017-10-10,2017-10-23,0,24,|tue,1
1029,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2017-10-17,2017-10-23,2017-10-10,2017-10-23,0,24,|tue,1
1030,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2017-10-17,2017-10-23,2017-10-10,2017-10-23,0,24,|tue,1
1031,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,3,2017-11-01,2017-11-01,2017-11-01,2017-11-01,0,24,,1
1032,강씨봉자연휴양림 숲속모험놀이시설,숲속모험놀이시설,20명/일,5,1,2017-10-24,2017-10-30,2017-10-17,2017-10-30,0,24,|tue,1
1035,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,1,2017-10-24,2017-10-30,2017-10-17,2017-10-30,0,24,|tue,1
1036,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2017-10-24,2017-10-30,2017-10-17,2017-10-30,0,24,|tue,1
1037,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,0,3,2017-10-31,2017-10-31,2017-10-31,2017-10-31,0,24,,1
1038,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,3,2017-10-21,2017-10-21,2017-10-21,2017-10-21,0,24,,1
1039,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(오전09:30~11:00),20명/일,5,1,2017-11-01,2017-11-06,2017-10-24,2017-11-06,0,24,|tue,1
1040,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,1,2017-11-01,2017-11-06,2017-10-24,,0,24,|tue,1
1041,"물향기-해설프로그램(개인,단체)",,2명/일,0,0,2017-10-28,2017-10-28,2017-10-28,2017-10-28,0,24,,1
1042,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (오후 13:30 ~ 15:00),20명/일,5,1,2017-11-01,2017-11-07,2017-11-01,2017-11-07,0,24,|tue,1
1043,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (오전 09:30 ~11:00),20명/일,5,1,2017-11-07,2017-11-13,2017-11-07,2017-11-13,0,24,|tue,1
1044,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (오후 13:30~15:00),20명/일,5,1,2017-11-07,2017-11-13,2017-11-07,2017-11-13,0,24,|tue,1
1045,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (오전09:30 ~11:00),20명/일,5,1,2017-11-14,2017-11-20,2017-11-07,2017-11-20,0,24,|tue,1
1046,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (오후13:30~15:00),20명/일,5,1,2017-11-14,2017-11-20,2017-11-07,2017-11-20,0,24,|tue,1
1047,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(09:30~11:00),20명/일,5,0,2017-11-22,2017-11-27,2017-11-16,2017-11-27,0,24,|tue,1
1048,강씨봉자연휴양림 체험프로그램,숲해설 및 체험(13:30~15:00),20명/일,5,0,2017-11-22,2017-11-27,2017-11-16,2017-11-27,0,24,|tue,1
1049,강씨봉자연휴양림 체험프로그램,숲해설 및 체험 (09:30~11:00),20명/일,5,1,2017-11-28,2017-12-04,2017-11-21,2017-12-04,0,24,|tue,1
578,"물향기-해설프로그램(개인,단체)",오전10시,25명/일,0,0,2016-06-05,2016-06-05,2016-06-05,2016-06-05,0,24,,0
580,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,0,2016-06-08,2016-06-08,2016-06-08,2016-06-08,0,24,,0
581,"물향기-해설프로그램(개인,단체)",오전10시,100명/일,0,0,2016-06-09,2016-06-09,2016-06-09,2016-06-09,0,24,,0
582,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-06-10,2016-06-10,2016-06-10,2016-06-10,0,24,,0
583,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-06-11,2016-06-11,2016-06-11,2016-06-11,0,24,,0
584,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2016-06-12,2016-06-12,2016-06-12,2016-06-12,0,24,,0
585,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-06-14,2016-06-14,2016-06-14,2016-06-14,0,24,,0
586,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2016-06-15,2016-06-15,2016-06-15,2016-06-15,0,24,,0
587,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2016-06-16,2016-06-16,2016-06-16,2016-06-16,0,24,,0
588,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-06-17,2016-06-17,2016-06-17,2016-06-17,0,24,,0
589,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2016-06-18,2016-06-18,2016-06-18,2016-06-18,0,24,,0
590,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-06-19,2016-06-19,2016-06-19,2016-06-19,0,24,,0
591,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-06-21,2016-06-21,2016-06-21,2016-06-21,0,24,,0
592,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2016-06-22,2016-06-22,2016-06-22,2016-06-22,0,24,,0
593,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2016-06-23,2016-06-23,2016-06-23,2016-06-23,0,24,,0
594,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,0,0,2016-06-24,2016-06-24,2016-06-24,2016-06-24,0,24,,0
595,"물향기-해설프로그램(개인,단체)",오전10시,15명/일,0,0,2016-06-26,2016-06-26,2016-06-26,2016-06-26,0,24,,0
596,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-06-28,2016-06-28,2016-06-28,2016-06-28,0,24,,0
597,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-06-29,2016-06-29,2016-06-29,2016-06-29,0,24,,0
598,"물향기-해설프로그램(개인,단체)",오전10시,90명/일,0,0,2016-06-30,2016-06-30,2016-06-30,2016-06-30,0,24,,0
599,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-05-09,2016-05-15,2016-05-03,2016-05-15,0,24,|tue,0
600,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-05-16,2016-05-22,2016-05-10,2016-05-22,0,24,|tue,0
601,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-05-23,2016-05-29,2016-05-17,2016-05-29,0,24,|tue,0
606,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-05-30,2016-06-05,2016-05-24,2016-06-05,0,24,|tue,0
607,강씨봉자연휴양림 체험프로그램,오전(09:30~11:30),20명/일,20,0,2016-06-01,2016-06-30,2016-05-24,2016-06-30,0,24,,0
608,강씨봉자연휴양림 체험프로그램,오후(15:00~17:00),20명/일,20,0,2016-06-01,2016-06-30,2016-05-24,2016-06-30,0,24,,0
609,강씨봉자연휴양림 숲속모험놀이시설,놀이모험시설이용,20명/일,5,1,2016-06-06,2016-06-12,2016-05-31,2016-06-12,0,24,|tue,0
610,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-07-01,2016-07-01,2016-07-01,2016-07-01,0,24,,0
611,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-07-02,2016-07-02,2016-07-02,2016-07-02,0,24,,0
613,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-07-05,2016-07-05,2016-07-05,2016-07-05,0,24,,0
614,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2016-07-06,2016-07-06,2016-07-06,2016-07-06,0,24,,0
615,"물향기-해설프로그램(개인,단체)",오전10시,60명/일,0,0,2016-07-07,2016-07-07,2016-07-07,2016-07-07,0,24,,0
616,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,0,0,2016-07-08,2016-07-08,2016-07-08,2016-07-08,0,24,,0
617,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,0,0,2016-07-09,2016-07-09,2016-07-09,2016-07-09,0,24,,0
618,"물향기-해설프로그램(개인,단체)",오전10시,25명/일,0,0,2016-07-10,2016-07-10,2016-07-10,2016-07-10,0,24,,0
619,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-07-12,2016-07-12,2016-07-12,2016-07-12,0,24,,0
620,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-07-13,2016-07-13,2016-07-13,2016-07-13,0,24,,0
621,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,0,0,2016-07-14,2016-07-14,2016-07-14,2016-07-14,0,24,,0
622,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-07-15,2016-07-15,2016-07-15,2016-07-15,0,24,,0
623,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,0,0,2016-07-16,2016-07-16,2016-07-16,2016-07-16,0,24,,0
624,"물향기-해설프로그램(개인,단체)",오전10시,25명/일,0,0,2016-07-17,2016-07-17,2016-07-17,2016-07-17,0,24,,0
625,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,0,0,2016-07-20,2016-07-20,2016-07-20,2016-07-20,0,24,,0
626,"물향기-해설프로그램(개인,단체)",오전10시,100명/일,0,0,2016-07-21,2016-07-21,2016-07-21,2016-07-21,0,24,,0
